FID,IID,PS_PL1,PS_PL2,PS_PL3,PS_PL4,PS_PL5,PS_PL6,PS_PL7,PS_PL8,SM_PL9,SM_PL10,SM_PL11,SM_PL12,SM_PL14,SM_PL16,SM_PL18,SM_PL19,SM_PL21,SM_PL22,SM_PL24,SM_PL25,PE_PL26,PE_PL27,PE_PL28,PE_PL30,PE_PL31,PC_PL33,PC_PL34,PC_PL35,PC_PL36,PC_PL37,PC_PL38,PC_PL39,PC_PL40,PC_PL43,PC_PL44,PI_PL46,PI_PL47,PI_PL48,PI_PL49,PI_PL50,PI_PL51,LPC_PL52,LPC_PL53,LPC_PL55,LPC_PL56,LaCer_PL57,LaCer_PL58,LaCer_PL59,LaCer_PL60,LaCer_PL61,LaCer_PL62,LaCer_PL64,LaCer_PL66,Glucer_PL67,Glucer_PL69,Glucer_PL70
384,384,1554911,2695761,3607507,11577848,9649279,4164335,4563433,3360612,8419657,3294436,6120146,31505218,14055410,30587106,2383788,33598681,2211358,33605450,1974528,16296397,5253775,21980311,19220125,30453330,51416968,22606478,85720363,20733946,26808032,63572306,15418746,41887823,76243249,21211075,29995409,2960434,4159006,4953947,828601,1013526,881903,11224676,3612937,3601017,2816686,972217,794405,1416250,1719083,2176680,3195137,4195381,1914959,1203134,1583681,906723
334,334,3199480,5266836,5082944,14439777,11633042,5436419,5478730,4741190,11163825,4997061,9348435,56770673,15228069,38046231,3235829,48388425,3098330,58814050,3626458,29550135,7775561,35001447,28860348,37419899,60331095,29339555,111626161,27329840,36961326,93791260,18659915,57194607,113986150,25580308,35396652,4545008,6448126,7178395,1056712,1440301,1214328,7119425,2063588,3435167,1197651,1432972,510052,1387163,1667106,2759793,3064164,5652953,2912098,1441471,1606460,1197878
335,335,1012009,2954688,4656043,15544664,14775870,5376926,6298638,7657919,10978442,6967707,10036850,48941404,23060533,50000906,5132989,62209319,4293831,65422872,5247733,33336024,3065736,12949466,19225035,34468980,68628613,6515592,40091968,12209206,22683993,51384491,11071145,33271939,95298951,28480942,52008890,1851094,5501173,6083588,1647100,2260152,1491179,3244992,987091,4328902,1110559,1193698,513736,1209175,1460169,2199711,2749864,4292053,2119864,618432,921597,574551
385,385,2281476,4039156,4044042,13021511,10747821,5003434,4944494,5395640,8748479,3770241,8047918,45463768,12344520,32821364,2563880,40164277,2735335,49269036,2732743,23797906,5600054,30405720,24224896,34206669,56884369,28525463,114522381,30190824,30678830,95925614,20016458,51506029,97681685,23503844,32138273,3440942,4897615,5090085,1145353,1672833,1232763,9816892,2855655,3211531,2547987,800308,536571,1026403,1567432,1837663,3092532,4899434,2170901,822655,1087563,733859
336,336,1963505,3445771,4148420,14762704,13595313,5038653,6092260,6824932,11501631,3764429,8645007,55554978,16892768,45766342,3231908,51852337,3261506,68521079,3378629,30230443,5428514,30227276,26011335,33635257,64539822,28336073,112245595,27019844,30783352,88727014,16436991,49693905,114513311,25537166,41061322,3492878,5703995,6519674,1307963,1804162,1451807,14826046,3851319,3477232,2575628,1031963,391510,689300,1427653,1535556,2602932,4771535,1937134,880818,1169765,813757
420,420,2648999,5274685,4431944,14883056,13912340,5454116,6203000,6112864,11811409,4041293,12395510,61375676,16238267,37602010,3810415,49684514,3980605,54501723,4236206,26884920,6620022,26660279,25622456,30912018,63943843,27041199,99507099,31810978,32301606,86272255,14284947,39806711,99057006,22038372,38644491,3726840,5470232,5649093,1156027,1537447,1119512,10163570,2828252,3387769,2054997,792657,428911,683241,1209481,1119581,2658406,4068972,1772486,934961,1292883,748975
337,337,2191203,4947229,4213795,14473452,16618751,4915941,7198428,5278120,11836379,4871138,9890655,66391628,21911131,51457628,4335109,68103145,4233100,81491536,5114220,40165268,6546234,29492413,31032050,35567416,66402227,18625821,89121299,22496217,29243001,85208296,17131366,48950596,110537848,26418293,41268930,4123603,5309840,5501565,1134550,1311527,988010,16853504,4749334,4572801,3405573,1052963,270213,493937,954461,922957,2057085,3727393,1734097,769850,982786,658479
386,386,2680736,4645506,3739284,12294922,11404828,4895818,5227807,5007314,7647974,2961331,8275205,50968218,9947182,27746015,2571734,39889387,3419843,57689517,3016477,24254959,6731712,31857177,24409863,32597100,60198216,33230979,104050957,29948425,33881014,95859307,17913000,43192787,106652821,21291956,36744476,4698344,5544591,5921394,869714,1082694,833952,8113136,2455886,4224387,2432591,602253,278036,504346,806521,889661,1879811,3571124,1227456,921207,1095271,645534
421,421,2629741,4527453,4745828,14835381,12955155,5526293,6039496,6265440,11598415,4118218,10002585,58025273,18488461,39320395,3943590,52190879,3870823,54681135,4182813,28485380,6643591,32148357,26077156,36236300,62118279,28564084,117249208,28471929,34054060,102498121,17472130,50375640,106792698,26664110,40280123,4398510,5517476,5415193,1124649,1482043,1162037,16320780,4394694,4868561,3131850,720468,556277,823802,1256568,1142180,2827493,3762954,1760345,1215367,1551635,909631
338,338,1439410,3359795,3849825,14217231,16541245,4875289,7120605,6050883,10618660,4549875,9152526,58546556,16720516,37718059,3532799,52750381,3171356,63695145,4322616,31840037,4527454,25445981,24925267,31851121,67041136,18940030,81449843,23619564,24580183,81362763,15081185,39851044,103609148,23006263,38942347,3194128,4536392,5464199,974864,1320970,1140429,10600078,3086660,3632775,2344582,1144519,355090,624704,1073372,1130593,2581217,3787457,1887915,721837,933000,671999
422,422,3226864,5086369,4713227,14246024,12452239,5440862,5794037,5086394,10558320,3939305,10344954,64846735,13916685,35636413,2956554,51266316,3495211,68086932,3431354,32234507,6782288,36256239,25624756,34540872,57965447,37012169,117432577,32308682,33584326,109858169,17910986,49946866,115241616,24321214,35622317,4623255,5314826,5427653,959815,1345934,1068842,13119491,3383910,3434553,3019276,743481,473160,763222,1272757,1313364,2882424,5018132,2091395,1010603,1307852,782370
339,339,1637171,3592816,4445307,15043955,15182074,5094266,6919205,5961432,12336812,5078041,8261473,48698025,22863457,51725328,4284722,56578075,3659094,60614328,4221044,30028345,5727387,25431019,24949796,33664491,65687498,22674886,100544448,21903052,29561964,82417125,14580784,37718828,93058945,22265643,35546305,2336773,4199851,4144918,1200553,1485277,1149866,4645633,1308361,1897184,938665,568182,300534,504005,841888,912891,1595240,2401603,1082891,792643,1127772,789866
423,423,1941422,3406763,4243030,14466547,13647074,5103722,6323384,5169639,12536115,4464373,9426869,46557762,21443565,51384408,3963085,59131962,3779917,61485479,3770972,31197962,6331081,25122199,25846567,33538057,64756289,28973241,100435996,24640762,32133720,71297133,15048428,48097299,103379509,25375625,40754492,3332947,5240845,7801301,1266925,1903216,1806641,10123367,2424903,4537889,3445296,1041061,1018285,1706167,2432178,2723860,4507014,5877414,2795129,1128442,1498945,939611
340,340,1924455,4559963,4438694,16744896,18354607,5627153,7892026,9013042,12628058,4511381,10264707,65229265,22090643,53527590,4112908,64487653,3903152,77264454,4587352,37379761,6551460,31834920,31235586,36861782,77830350,32284479,131276814,33008175,35974565,116536638,16638889,51250006,140277157,27126587,47529308,3861309,6490585,7905026,1554668,2427009,2076062,9512462,2277534,2259010,1920811,1346744,493339,1001676,1457225,2066630,2919059,4743571,2333470,1460355,1800422,1270586
341,341,1926982,4464627,3777239,13885439,16770784,4903233,7104081,7179388,11594795,4858192,9981556,57009272,18095915,41614876,3311007,55006480,3122742,62250210,3850344,30235919,6208529,27372110,30452262,28880549,69212690,22490585,100632902,27997900,31151248,85523934,15296740,40965930,120328844,22669964,42899040,3910712,5547207,6330478,1099247,1437106,1137959,14207596,3487336,4914463,2827768,1034775,293674,759248,971378,1407500,2208005,3422483,1713395,1437353,1724610,1255148
342,342,2032287,4739006,3866582,14439571,16655016,5227675,6844324,7756111,11268927,4064133,10662736,56722016,16888261,43908203,3508307,54116225,3627142,66486658,4327741,30299201,5842996,25484749,27376246,31139913,72302777,26484851,112552093,33686674,32542328,96533066,15243627,41070452,124858085,24099075,45554071,3548108,5451329,6743706,1357188,1880649,1387044,14800734,4158821,3411577,2540013,1158511,338219,622725,1241552,1430706,2566661,4513414,2073623,1041917,1303035,910389
343,343,1413694,2902821,3689540,12686766,12085348,4425394,5473350,5036359,7879666,3610096,6991850,39884826,12053717,32286087,2201981,38947287,2325514,49428692,2323540,23882813,4515212,22429631,20832710,30772839,57930918,27146303,96511948,26127416,28547176,87282657,17174755,39039344,96550609,21480182,35634008,3141555,5677582,7099983,1260228,1746805,1406825,8349948,2378867,3294302,2892733,780769,338719,849579,1069995,1642777,2195397,3851563,1667458,983067,1202654,810499
387,387,1569374,3561129,3142899,11247615,12565027,4107586,5597273,5674449,8442493,3057327,8208288,52823941,14385648,35163074,3112468,48842231,3391439,61833448,3386124,29671481,5915960,27143542,27102016,28047219,58338725,23236474,90899049,24470748,29589743,81008778,17694677,41751358,104556734,21318291,33132483,4012206,4601745,5161109,1051615,1283844,954047,12913570,3803067,4065658,3252801,760301,495876,678059,1215802,1041654,2943139,4547863,1927152,643999,973896,591719
344,344,1775853,3398292,3683712,12695544,11278426,4498577,5073275,4366305,8757620,3385229,6033455,36243708,15990522,36453210,3340249,41842966,2460164,43402322,3111417,22821728,4221591,23816576,21402816,28951631,50066733,22309124,89376437,19249694,25476156,74532925,17328296,47375236,91086441,20276066,28665101,2828141,5241942,6341484,1037742,1450625,1294300,6935465,1974007,2651650,1791204,1071551,852223,1194727,2026487,2014875,3516751,4669327,2231664,690078,909385,550542
345,345,1561121,2954519,3695967,12638306,11398020,4342177,5078873,4561748,8073070,3301682,5962610,37448189,12976595,32389727,2445288,35665005,2128903,41988096,2360419,20263410,4410663,24387652,20173092,30043150,52537782,25938614,98850235,22868843,27376268,82646445,16814089,40817241,87130844,19428344,29734055,3265119,4934399,5669246,923510,1162705,909403,8279946,2487435,2795901,2239112,838188,531715,980736,1428282,1877740,2605894,4074247,1771650,867396,1096830,681658
346,346,1610921,3583775,3612871,13173837,14013981,4908601,6210303,7045544,9301591,3896403,7296959,41203261,15521476,38704555,2874940,43505181,2794293,50312805,2669352,24338230,4793413,20421820,23386351,28653184,62840729,24019534,92280733,21704629,26230532,72988482,14976984,36404566,89541074,20229230,35374461,2607493,4689940,5073702,1342763,1879968,1442358,7221657,2204850,3081592,2126730,781097,479028,868451,1338977,1520784,2321582,3827556,1587366,852032,1026969,659465
347,347,1503150,3213041,3499095,12411944,12834972,4245349,5621430,3732113,8599329,3574864,7632039,49232840,14130519,35839677,2936562,48141687,2882118,60684645,3669192,30819227,5689209,27723238,25128451,30282386,58450540,20577301,91017147,25072808,29486789,93373403,18967238,43020285,102831778,21532089,33926132,3959227,5285096,5936808,948211,1234420,1014795,9763391,3199527,3033517,2161650,748760,301292,594155,879359,1083660,2060720,3417280,1595352,917735,1189499,778021
348,348,1569151,3330632,3466104,13115606,14883936,4614285,6516622,4565275,9888659,3926962,7307311,50039874,15465309,39852209,3209777,50118799,3010586,64621974,3717110,31643735,5006923,24189854,27497139,30526095,67707866,18703027,84416578,21192194,23408380,82925901,16566088,36396391,99006706,21284791,36053625,2997703,5067311,5673044,1016839,1345978,1179266,7578949,2330108,2760099,2264385,886944,472149,689689,1307321,1167173,2663407,4538228,1991108,697265,884453,585415
349,349,1423613,2933860,3422230,13488160,14311976,4687345,6253029,4315316,9541025,3778442,7310566,39846437,19882136,40957206,3147836,46752008,2496957,45567234,2928661,24249226,4677327,20708020,22556705,28570636,62396692,23138378,93197132,21335391,29779010,71119322,15837456,40312904,108777437,22825348,45441188,2692181,5891221,7206434,985377,1305770,1186154,6032760,1568866,4571230,3101516,871778,773927,1176989,1677644,1762214,3012442,3884349,1880516,692997,985748,588584
424,424,1762449,3914562,3582492,12690660,14400575,4445905,6511860,4552024,12448378,5103596,10232864,62567226,20987852,48446735,4472628,63445044,4928618,73246852,4847436,36534005,6670165,26592889,27150937,31054892,64813612,22398097,97925691,23442031,31430700,86438378,15742400,42967491,105448441,24200717,38675592,3505130,5061892,4943371,918863,1174014,914643,8099627,2198230,3656156,2203832,572151,430918,669956,953578,877690,2066479,2984354,1294053,599466,780222,417752
350,350,1167790,2306887,3372595,12038836,12036549,4260077,5640778,5343199,9798722,3600154,7129609,41803781,16422143,38125242,2867803,43429840,2607839,47336271,2691950,23894406,4861424,21371191,22947323,28241170,57760692,25538484,102025503,22150530,27625308,80757025,16459098,36582734,91965718,20564790,34116057,2674510,4816394,5862627,1172419,1667845,1422092,8466003,2287138,3779903,3003161,845403,718095,1042153,1648954,1717733,3100341,4264056,1942192,932274,1211437,729636
425,425,2342961,6271929,2994134,10880763,13327530,4227065,5697179,4177381,11383624,4494116,12684892,63049733,14144881,36942642,3257934,52381590,3878940,63008995,4070833,31814148,9235523,29188543,34778199,27027530,65301980,24186748,100376919,33185669,39958785,106602918,16523712,44133354,136226371,21870951,42869435,4977160,5022256,7365137,867354,1074673,840316,11174018,2862358,4730938,2831965,706802,416882,670706,1078319,1098033,2477923,3858935,1700400,1415646,1548474,1050086
426,426,2117340,4632739,4233021,15294112,17343005,5347658,7438228,5934073,14089896,5530621,11266895,70794983,22224198,45558454,4427050,65172413,4472387,68855919,5146890,38769867,5657716,26264218,30908064,33218382,72220566,16730078,95387607,28699545,29020460,106774022,17309672,48392337,132206082,28572411,49281031,4057297,6723442,6625694,1292739,1553836,1240568,13053215,3061547,7514786,4042974,844286,692425,1041473,1416720,1374116,3403271,4580535,2352037,1025324,1314075,756115
351,351,2447599,4636659,4560025,15615599,12791535,5838613,5776355,5139871,11175606,4710952,8459117,54131052,16658636,36398920,3573664,47892470,3059605,50656358,6431857,28878629,4986331,27759815,23092001,34436846,61339279,27579438,114084859,28541540,32685331,103495277,20645082,59447852,122242366,28381093,45350119,3875878,6337370,7575629,1477803,2056038,1737244,9600300,2719488,4079688,3156791,1993317,668214,1269086,1520891,1896717,3402767,4394214,3197234,888564,1219412,730152
427,427,2964063,5832240,4167167,14282520,13254501,5329754,5806895,6960472,10688491,4910662,8530287,65983338,18969701,29551828,5738162,56782033,4087063,49882590,7668825,35242245,7191571,36013873,28206810,28876139,52034836,25856294,102856368,19755269,34702576,106591651,17304326,49296773,128406135,20544795,35198684,5222283,5127025,6079418,1176257,1409634,942357,10205185,2546964,4729636,1981851,1291616,966418,1637736,1489834,1654695,4576328,4504480,2876458,1204032,1376084,888706
428,428,1855872,3607376,3919110,13042417,11550661,4738050,5501768,5319488,10398232,3734658,7917761,43543265,16008229,36269730,3193183,42806448,2928186,43462150,3070156,23579417,5939693,25441079,21071650,31663621,54805051,31949309,108482634,24651991,33461877,81502330,15183410,44532169,97852773,22555076,34896610,3008781,4991729,6025883,1047967,1482253,1272763,14982978,3571059,3882979,3510061,1062951,1077858,1610207,2321298,2439676,4155669,5315797,2618133,923583,1063042,664901
429,429,2158997,4203133,3743208,12745178,11939923,4704874,5465167,5675553,12140134,3893526,10206296,60281769,17276871,40052659,3472858,51806894,3390220,59792732,3688313,29798718,6055746,27192733,25547399,30256966,55242392,22377644,96546088,26731159,30308050,87794725,15375656,45938911,101779126,24958025,37134648,3372006,4754820,4681571,893736,1093252,852902,16294137,3710804,5266828,4365145,524073,332082,513340,801661,774937,1706218,2616544,1163736,977386,1157042,686469
388,388,1280194,2785565,2812452,11536428,12999719,4152594,5700539,6190316,8211979,3690209,6961475,49452581,12318261,31216214,2522620,42379749,2381436,55353556,3004104,28062635,4373157,25535539,22704894,26103599,54091368,18903376,79752573,20569425,24251937,79023061,16588848,39115360,103209398,20608906,35090822,3297717,4902123,5270553,918260,1325171,1109048,11962677,3463939,5009342,4744896,785045,428787,899284,1083874,1471843,2376433,4141538,1903231,962071,1231086,809076
389,389,1905249,3975305,3450786,12289294,12306006,4519391,5465506,5489195,7933424,3126416,8945327,48925409,11841595,29632125,2913815,43561879,3377631,52381470,3437423,26151854,6191468,26973204,25085425,29079219,57305070,25366736,97716809,28883818,29826684,90053531,16729761,39753941,102943475,20923184,33696611,4179628,5275090,5987829,993559,1224115,915695,10356221,2965825,4027028,3230013,1089113,664646,1035445,1651157,1648279,3832714,5585724,2449403,757792,1002157,554097
390,390,1970062,3613304,3530997,11893875,12704993,4281452,5784485,5008381,10031185,3987074,9613116,54256580,13092444,31547668,2735787,44718948,3027924,53491511,3207862,26458712,6903756,31976124,27403013,33565387,62736812,26151756,108806489,30225308,32378071,102029104,19975308,50053109,112215228,24115093,35739867,4507672,5647819,5895891,917475,1047313,859866,15731910,4064521,6558819,5926571,831730,558092,922371,1296643,1418482,2888286,4278335,1806976,1171504,1409724,812714
391,391,2383252,3957126,4080416,12372655,10062415,4436473,4976419,3902909,8106895,2955577,8507705,47248116,12180831,29573432,2814982,40733306,3046057,48632719,2879319,23408124,6332981,33792700,25264205,35931082,53025432,26483677,114829332,33559563,31911691,111516553,21704967,56544449,116263556,25582364,32743313,4581437,5730682,6442149,1004707,1419918,1259534,10104833,2992023,4488080,2810465,714131,571268,885831,1333187,1341327,2950746,4380935,1858630,1259929,1611066,945723
352,352,1739744,3818610,3402015,11749792,13224792,4215354,5965837,4652326,8856231,4078521,9315863,43541025,14210509,33766698,2628267,44889621,2630763,48696033,2729964,25041072,6639175,26787314,26657310,30385974,61111137,26957805,95277599,28046997,30618387,81148460,16358156,37824374,105043395,21199842,35197493,4643610,5434997,6712060,901228,1117315,901617,15534118,4124252,5859010,5527996,1344251,907380,1797307,2186570,2785739,4664876,6203254,2972086,1177158,1556495,938125
353,353,781636,1779121,3428129,12946858,12824733,4480067,6005501,4892052,8332228,3123226,6558407,41920000,15598400,37355126,3332234,44292085,2854966,53118071,3600487,24802934,3731259,17456337,20175485,28617888,60428921,13628099,69444516,17505745,23599536,66182151,14284004,31982704,87175549,21341165,36736560,2272713,5067448,5747830,1065763,1469745,1331051,3653826,1048977,2572109,1415953,630307,463207,687371,1112445,1069615,2158481,3334788,1341029,644083,972599,549255
354,354,1845825,3783142,4290523,16000304,15653484,5525499,6341725,5491988,10648057,6774176,9905402,63393808,16702924,37130241,3371971,52451718,2523185,56843568,4574886,33600825,3383977,22171602,24464896,34327606,69477224,13068825,74434561,18704118,21904414,83586333,18469583,52909384,106851553,24077362,40434362,3704716,7075995,7817531,1288609,1960932,1497838,4821319,1412276,1921245,1313877,751625,368271,896986,874855,1295244,1916983,2812887,1524304,592425,704657,530348
392,392,1912564,3746899,3700457,12845626,13412420,4645993,6083355,5373131,9944292,4044621,9155714,52766078,13653340,35364709,3064719,46948291,3391899,58504976,3893540,29645379,6936237,29237469,26750923,30797843,58950030,22854654,100806325,27334846,30706343,94828918,17429744,42916707,103668357,23191055,35978166,4188462,5756173,6077627,961307,1175796,931016,10828547,2902006,7008919,4455781,931835,528963,984964,1347254,1651134,2903410,4703649,2313913,1129453,1397550,912897
355,355,1470499,3198191,4010924,14259984,14758566,5073053,6672575,6589905,11452378,4129834,8073643,45856247,21319411,47214852,4002561,54355239,3165160,56162774,3923452,29620302,3972170,20105452,22503897,30571209,60316361,14591405,79114904,19145606,23034109,70598015,16496864,41432370,98398309,23142034,40581403,2502566,5149341,6039639,1256028,1647095,1334183,4420700,1198876,2973637,1913046,579139,647615,902627,1413500,1291148,2375948,3295778,1558041,788438,1190730,722322
356,356,940951,2433371,2693704,10173938,11248733,3611559,4823619,3763438,7293746,2987946,6321268,34904423,14525088,32710081,2610555,40460100,2645361,45116270,2450416,21622519,4148148,16755473,18748264,23661328,53127183,13852315,65201182,17031195,23268104,58728830,14021341,29569312,79091492,17634313,31392219,2348088,4074137,4861536,881976,1065437,803784,6043086,1692639,4031341,2699931,590839,512813,917007,1169374,1329003,2400550,3307948,1433776,614642,1008714,570873
430,430,2428610,4431904,3958779,13136402,12042909,4727236,5749293,4412526,10405167,4105397,9053028,47357093,16378516,39943215,3619990,52480940,3894318,56766493,3884034,30429183,6756478,27993998,26422947,30112143,57968238,28695112,108091567,28078509,32483159,95166577,16219563,44517957,110655960,22524362,35402354,4072375,5006524,6261288,951211,1261817,1125170,13594295,3143056,4102094,2990683,1041469,919668,1436977,2045652,2241689,4128680,5561075,2600898,930503,1229281,705839
431,431,1398331,2975677,4053482,13953662,13531924,4830765,6401133,5754381,11669929,3974633,10087573,60783545,18606257,44268505,3488237,57686850,4003784,68516367,4065458,32980802,6748461,26089781,21548931,34839922,63365714,30897832,118000656,31047307,35297472,106586168,16253619,42700485,109703903,25765359,42960313,3376643,5264824,6540668,1017349,1545019,1465561,15436172,3532363,5416359,4950981,986186,779211,1004029,1834139,1601241,3735933,5619755,2439205,738336,947319,500965
432,432,2287176,5040659,4133180,14359975,15860728,4847736,6864366,5616153,13644759,5124802,11346701,67414875,19110744,42990305,4010327,60445450,4109568,66042456,5143526,37858781,7975411,32581632,27515380,33935212,62909300,39683144,122816303,27579532,39597981,109386698,17793378,50678884,122902716,27119723,45541773,5056452,5633563,7037849,924593,1121881,894889,12908461,2823270,6907087,4360902,731237,576022,1089857,1229365,1537208,2811247,3727539,1996904,1646583,1783284,1150893
433,433,2201311,4524393,3753963,12516749,13118574,4355947,5764839,4119749,10537300,4179540,9849732,56381045,15037120,35287540,3172590,50894920,3309453,58748746,3868030,32737393,7376220,30746269,26789787,33750045,63523507,27271418,96498037,25747424,33493662,87740268,16022281,44291119,108089028,23163776,37711693,4274653,5169841,6005340,719500,798020,684589,9636623,2326761,5458708,3128835,793052,542168,1029249,1275357,1533752,2868798,4115398,2020005,1237532,1512901,947036
434,434,1911040,3632517,4322226,13740911,13076549,4891497,6006452,6275943,10028468,4517390,9342641,47626319,14441234,35099499,2997593,45748677,3294836,51088021,2981271,25743366,5844469,28052840,23250090,32651495,58329880,29667037,101575296,29401795,32418198,80717513,14833408,41850260,103636038,23626779,39526344,3422399,5055778,5378933,1031845,1285618,973336,10350599,2286782,5758263,4322048,608575,460027,1083543,1139969,1651252,2282991,3397421,1468868,1397136,1868024,1148175
415,415,2336008,4339838,4109128,12610063,11745197,4660828,5826793,4576475,11486663,5088967,8725251,45307039,19099473,42619377,2916300,50018818,2928127,52177059,2879825,26761737,7064214,27625281,24261779,31017253,56007101,25814727,104994017,27598502,33903602,91412047,16195531,44972189,103939650,23573908,35122504,3841908,5211758,6081010,1229934,1598387,1477020,7474473,1952223,3179169,1928490,1500907,679453,1123403,1761718,2054651,3477096,4992213,2470364,1208596,1600858,989071
435,435,1397254,2743518,4337205,15663148,15882893,5171246,7036789,7915063,13984961,3885083,11265656,54683666,22989343,49678186,3893012,60725518,3949584,60197610,3764209,33016058,5612498,24417151,24740018,32672152,67137949,30963334,116123361,30653579,32895623,89423471,16266910,47410798,118518379,27013992,49157894,3404359,5250967,7516393,1439008,2009149,1574772,13048312,3046155,6512515,4746728,730714,867988,1132601,1879943,1605145,3643664,4851948,2425325,1118111,1706390,1042715
393,393,1461640,3362607,2774451,10026351,11703760,3688992,5473042,4570578,7618347,2825548,8109257,51825003,11030078,27040835,2659551,42107482,3113492,54800661,3581232,26282089,5798745,26002660,24043132,27080517,52887669,17265490,79339131,24902610,27641012,84598017,16663659,37763072,101903673,19987846,31424516,3946963,4335383,4961708,824522,1157755,924706,13913285,4216364,3782419,3323837,974660,448368,689456,1136741,1085136,3120410,4823560,2116112,983489,1286919,757706
394,394,1717985,3138288,3646408,12462867,11793228,4336741,5406937,4124149,8227906,2766847,8157649,43090953,12670997,33714998,2588936,40954276,3005705,50565130,2557672,23208120,5917098,27315641,22976330,30639127,56751690,28314210,102095385,29709422,30574063,80943592,17429110,42563183,96451232,21184956,33354511,3736241,4934743,5647477,994205,1305656,990138,14162023,4277242,3525260,3714410,600998,439880,659283,1206359,1160812,2243653,3760818,1489540,856238,1158000,678300
395,395,1267787,2450952,3767444,12916050,11975647,4519845,5645798,4981670,8601896,3086652,8629236,49140182,11577066,32219395,2329937,42236918,2893137,56476486,2526119,26757144,4252993,22672335,20445391,27591172,50526580,12122039,71211244,22666971,23311489,78676277,19190616,42353181,92401238,21317128,31431101,3074303,4340623,4452288,913455,1180606,960662,9361093,2671310,4388304,3209917,979913,478383,742805,1331387,1319604,2843824,4811078,1963427,824669,1006181,650070
255,255,2154780,4663364,4391567,14041160,13552273,4622591,5505547,4778684,11245126,5144118,9588008,52462159,18398847,35708636,3365913,46341293,2884535,43614974,3557579,23628977,5653338,25264745,26489492,35576162,71314802,20524416,107060956,29415373,38786537,108007170,31340973,56219297,136944724,30212582,46832251,4730328,7298238,9687243,1280947,1812955,1470896,9405348,1585359,2369414,1457121,1390396,634995,1044533,1314468,1469489,2920774,3678775,1848155,923946,1102099,654484
256,256,3831330,6956678,5261466,13873344,10543795,4828870,4357648,4457610,12016045,5280174,15520508,62999521,18548388,25313061,4700947,40088944,3347670,28512481,4428496,16220879,11576833,43928417,27811294,39296491,55763817,27526768,123270472,46240892,58619719,119821393,36105301,68202535,131494954,28912792,40403482,7204129,7162785,5984895,864573,866102,592965,13245933,2067962,2858096,1725110,1824044,824335,1504421,1303390,1440963,3365259,2757629,1395320,1228903,1326130,541212
191,191,964312,3110193,3915385,16059152,22562076,4655691,7880583,4739215,11940105,5008474,10543287,51253018,21192832,41824212,5902353,55106177,7011080,50848138,6408818,30032464,4001135,13734913,21062751,25045708,71893718,18596739,75040360,22383223,29671586,61910901,9731043,28721487,107596846,22821728,54768965,2418473,5206734,6793166,854661,1189535,935260,3237132,721207,3634865,941642,1000329,705586,1371262,1514098,1784628,3083896,3487388,2077970,989317,1196113,664652
114,114,2566801,5143920,6019688,17171296,14999935,5472858,7083710,5731130,14455571,8315611,11714673,72645974,22698775,46929948,4272162,65635348,3951876,69395751,4632783,35412580,8223288,36601902,27065280,42178267,69071610,32761468,139539105,28596647,39720022,127471917,22817273,59417365,113537193,31337101,38546193,5413796,7138220,7626427,1454846,2008560,1594955,9104111,2346908,4429125,1715968,982042,372877,1355244,1084991,2065303,2664160,4097236,2148011,1592179,1806432,1289309
115,115,2839265,6592592,4229459,12997005,12817510,5225858,5626024,4912352,11915798,4423117,10548422,55931665,18478583,41907092,3007044,53277636,2895318,54706998,3200675,27367422,6713472,26593910,27741928,29819076,64160540,26235066,116260451,30283333,36021191,95746966,17484893,50068499,129775436,22933287,38372843,3979607,5437533,7662062,1028638,1397549,1072658,10628507,2280886,3854533,2044510,1405034,596604,1212363,1635994,2214508,3490953,4811226,2502819,1689704,1831244,1220004
192,192,961995,3544767,4131101,16497819,22305380,4685451,7572680,3514565,15275806,5855814,9350674,56854857,27215301,40389134,5652593,56812369,5577207,45530993,5266184,27981473,3627699,13675189,21610879,29015388,83286273,8577003,46976803,13262676,26697098,48832366,9089367,27661259,113761066,25420109,70258237,1975319,5848915,7193021,636494,968565,679133,3301704,773059,6733837,1245284,980978,644358,1110025,1056700,1046419,2614928,2537737,1490185,1280621,1583924,883314
193,193,2060945,4434063,5106090,15310037,14987819,4891499,6137847,3841509,11719929,4180037,8693221,44224911,18938689,36123056,4739345,43533925,5046513,38808177,4422026,21454766,5038433,19050787,18290756,31027448,56982854,23446805,85615683,22512740,31916644,67726760,12221129,36464535,94715390,26503324,47227212,2557785,4961805,6194593,793271,934849,749195,5878782,1279686,3703574,1460835,1031483,786194,1353596,1672835,1769304,3251209,3748644,2056554,1513210,1680660,978705
119,119,2412474,5160998,6281529,18368296,17161032,5495646,6684545,5344859,12657256,6224226,10460655,71398800,18728922,43090940,4044694,57859568,4002694,68913155,4778225,33214874,6479429,32677143,21151948,42158111,65828385,29036560,113639089,25904217,36578509,109790731,19379363,52536798,110063453,28903257,43361332,4770874,6861257,7687829,800805,1188443,1039270,9327523,1965393,5747550,2321313,1331747,563613,1335896,1569870,2120845,3300367,5786901,2692957,1390252,1430098,884607
