FID,IID,PS_PL1,PS_PL2,PS_PL3,PS_PL4,PS_PL5,PS_PL6,PS_PL7,PS_PL8,SM_PL9,SM_PL10,SM_PL11,SM_PL12,SM_PL14,SM_PL16,SM_PL18,SM_PL19,SM_PL21,SM_PL22,SM_PL24,SM_PL25,PE_PL26,PE_PL27,PE_PL28,PE_PL30,PE_PL31,PC_PL33,PC_PL34,PC_PL35,PC_PL36,PC_PL37,PC_PL38,PC_PL39,PC_PL40,PC_PL43,PC_PL44,PI_PL46,PI_PL47,PI_PL48,PI_PL49,PI_PL50,PI_PL51,LPC_PL52,LPC_PL53,LPC_PL55,LPC_PL56,LaCer_PL57,LaCer_PL58,LaCer_PL59,LaCer_PL60,LaCer_PL61,LaCer_PL62,LaCer_PL64,LaCer_PL66,Glucer_PL67,Glucer_PL69,Glucer_PL70
313,313,2611327,5778710,4493105,15144944,14617370,5070786,6014597,3796063,12595090,5298555,9825698,55041511,18954079,34027944,4365129,45043297,3338457,39709161,5541683,21055734,8251641,31969675,26748793,37549075,70130098,26140997,121187471,30574745,51470608,109822725,33029422,64570873,129674532,31943830,49507828,5017599,6318682,6463185,1026369,1242996,961836,6959073,1333499,2255245,1433464,2203177,755153,1196881,1413574,1527225,3306574,3670918,2071740,1196500,1278749,654494
201,201,950654,3058922,3589796,13620682,18156904,4308116,6885939,4420371,11177794,4768664,8699417,49569283,21954647,38270235,5317858,51236269,5821979,43742459,5426737,26252286,3643529,12196357,19141646,21099248,60131143,14164119,59883505,15652137,24879426,49230180,9317909,24168963,88376905,19966176,48168183,1813838,4476932,4718630,917880,1166059,923317,5212143,1431139,10481842,1342743,787306,735389,1351532,1360858,1523298,2794296,2984323,1683935,1022639,1270501,639473
357,357,1518317,3598960,3142456,13067919,15781457,4531910,6825367,4439486,9960326,3530525,7078926,46922897,20163235,42255638,3638964,49020235,3131596,51495524,3652883,26145005,4739294,21700430,26614591,25683293,66171524,13284217,76631322,17850547,24552710,70090976,15773479,37889340,107820323,21424355,40182517,3171555,5675084,6031410,1015912,1216966,925705,3960381,1149247,1610718,1277090,464010,405998,536519,861105,778347,1579275,2060206,908669,767058,1048329,562753
116,116,3381091,5457265,6977133,18081570,12797846,6278164,5768041,6370661,12922847,6291560,10583547,58287272,18844233,43510386,3562584,52968682,3308989,59546809,3268126,27497690,7601071,34719070,24444885,43560626,62628990,43942776,164450924,37695458,44509553,118004985,22002329,63712034,117281423,26019128,34880902,4334600,7563646,7897411,1392417,2080149,1637153,8174346,1943534,2668550,1286214,1890520,565712,1956205,2060516,NA,4011183,5890899,2863805,1218082,1464058,836103
396,396,1585704,4534229,3393671,13379762,14372216,5106788,6309583,5733625,11217930,3393365,8806088,53778820,20976419,39803593,4129309,50177401,3602312,46754737,3950807,25738252,4756644,16767061,21971073,24848550,63447374,15232295,77656432,17640566,30756078,75966623,13566157,34556579,103590886,22726998,47386063,3069002,4924595,5745357,1176963,1724349,1260649,4130630,1043567,2447956,1054819,602335,556761,691644,1001190,897098,2101581,2476483,1247159,953058,1247052,693188
202,202,1120933,3569330,3795386,15277514,18386831,4665940,6658508,3268231,13841621,5138467,7954325,50525320,26695982,38640711,5196207,53477555,5332147,41042853,4693011,25792800,3348554,12531417,18988524,23381730,65981394,9007957,47683457,11212167,23076833,45966487,9427315,29090227,104156409,24680733,59686887,1870279,4426432,5875440,724705,970983,743692,3682101,861374,7805292,1244330,866837,973978,1464135,1431963,1284912,3282814,2945689,1750535,987168,1487092,650539
397,397,1788472,4434161,3103778,12089684,13912690,4451578,6328392,5155694,10295926,4422132,10142142,57185255,17132122,37467800,3415166,51268893,3596661,54078745,3945921,28618869,6798823,23699644,28445194,26874825,66285271,23852945,101747181,28167709,32715485,83433555,13706565,38539466,112912279,21214676,37298201,4240109,4875877,6941001,1008643,1380248,1155449,6209612,1534232,2597262,1587137,1040972,756853,1095825,1677003,1564007,3715272,4880393,2338131,764922,1109506,537073
118,118,1754529,3954496,6141410,18825066,17711220,5667664,7362349,6978681,14114090,5973930,13872912,83555721,18798146,43563403,3510343,64927867,3805890,79470312,3970513,35782813,5938489,28991150,25247870,40488685,71362080,24799841,118627092,33904606,34320006,126697549,20128205,51536661,127434924,27585528,42689654,4481352,6505795,7114341,1038610,1425278,1104193,11608185,2786285,3952132,2329049,1503055,497393,943097,1597182,1605522,3505032,6027276,2866660,1039915,1085636,671950
358,358,1985319,4110479,2951213,10962142,11125521,4157171,5031823,4436471,7847516,2880378,7005514,38121645,13231225,32004912,2668804,37337598,2430884,40471568,2839072,20745092,6455623,27424469,25480437,25085977,53785726,27440604,100068541,25521932,34113508,74882550,15585147,42610625,114780490,17851727,31325087,3792796,5058363,7298725,988227,1247052,1034313,4959972,1353180,1489516,1201581,778665,667004,1198339,1616571,1915796,2857848,3886014,1737906,1041862,1254715,718687
278,278,2737304,6219816,4645805,14503402,14915435,4855688,6328201,5121787,11207506,5545623,12574368,73664628,16295415,30916449,3525801,49995224,3570723,50231269,3848147,25174624,9445301,38987536,33573775,41553891,78207620,24645490,124120214,37861522,49527841,131395586,36281691,61957254,161043124,34875651,51383351,7407180,7839921,8799107,1006969,1190598,904987,13917722,2718337,4318588,2442092,1838745,540279,1057206,1143602,1394932,3463181,4224817,2073079,1608633,1729791,1022967
185,185,1306275,3935255,4442229,16871520,21597847,4949409,7491497,5037757,16501753,5455149,11284877,62709161,26753785,44399375,5736318,56324548,6142423,46725039,5233104,26988982,5460049,17141971,23097924,26201071,72810536,24448364,89312249,19737711,35746832,67825542,11125183,30051345,111084762,24734746,60914431,2767339,4897889,6163382,822291,864826,659183,5537831,1119479,5297923,1747080,1284248,1175300,1633937,2110895,1814473,4460333,4666351,2568842,1625530,1980235,822388
186,186,2149975,5049777,4820494,15992515,18247247,4938017,7015633,5118239,13062413,4903752,10578052,62031589,21271519,43113667,5507659,60745768,6426953,60672239,6042386,33244738,6936417,25770600,26356189,31607774,64681764,30100792,108167049,31054579,32963756,91726275,14274651,39102056,110874797,24890944,42842171,3749886,5495569,5983370,817142,918750,705685,17405930,3093712,6824172,4204583,1015454,754004,1157239,1573768,1509336,3637161,4401850,2243510,1488307,1583888,758121
243,243,1817590,3476100,4294386,14634641,15510120,4542840,5758568,5336776,13116174,5557757,8594716,50590843,21740447,36857651,3879281,49158542,2791613,41532848,3547446,22587413,6767373,28850059,27613254,35649201,71486265,34747568,141108763,30393380,44578456,115448986,34396100,62952729,149317889,31815221,53676344,6245657,8837961,12115932,1186434,1463971,1231826,17868323,2728354,4331338,3103561,1235910,1146412,2169692,1898686,2345079,4151786,4224941,2211153,1358934,1860482,950268
315,315,1868824,3794794,4116920,13574306,14016878,4656076,5883858,4778251,11379313,4083839,8767137,53079454,21498095,39455363,3535814,50568727,3096597,47093224,3346404,24645214,5777496,28224463,29469300,34663630,69408679,22675794,127236067,30849305,37335298,120874135,35679688,59300632,144254905,30973282,47800706,4563054,6775554,7272955,1134525,1439153,1177061,7663267,1583122,2316164,1297459,1037061,623237,921784,1178216,1199106,2686282,3059788,1524615,1028801,1393850,723135
359,359,2134570,4198216,3428042,12099414,12246133,4351836,5555166,4391595,10221584,4499849,9879172,49028351,15986790,39289948,3232662,48706616,3232553,53333560,3281685,26656453,8584038,33909329,28536457,31499825,60676233,23549391,95064834,24642623,33401601,75162323,17258878,45635297,98064424,21142755,31654402,4826381,5825471,6525293,898851,1009702,768127,3157120,1041883,1997321,881509,901270,628781,1261849,1533393,1967971,2995250,4148658,1901290,1086316,1327620,793818
122,122,2379354,5754523,5080103,17334721,18327600,5504971,6945879,7484102,14839239,5588824,10209186,70615053,24362171,47662311,4721746,62964468,3320405,60091372,5148053,35008721,5670116,25012219,29177394,33279459,68525145,19689227,104053701,20945644,29608020,95201200,15746558,46494315,123080838,25469688,40921077,3809680,5996940,7198808,1450381,2407673,1780191,10327201,2254013,3983153,1843164,1342445,814310,1444459,1714158,2025476,3539568,4834922,2924231,1641583,1894781,1203453
123,123,2177668,4761142,4817838,15584820,17703428,4859634,6998848,6332445,12936431,5395820,10513319,66994086,21112792,47332739,3804895,64001238,3870612,72506120,4014272,35235890,6588179,29068212,29301674,33582163,65368841,22059329,101462273,24258771,28051038,92736521,15658523,42367335,115842822,22736339,37743065,4152457,5687125,6564107,967346,1233261,1059953,24916247,5284112,5436600,4277177,1528937,660852,1304595,1680415,2110005,3534481,5579873,2626168,1739003,1745216,1016104
161,161,3545216,6228317,4842054,11688478,9502046,5087813,4672258,5639921,10867806,3567430,10227850,61906939,13895305,28213065,3849271,42757300,3852425,45744045,4492010,23343290,10802501,37157470,21421635,31152231,42857728,39633557,138381385,33067092,44113328,122507455,18575270,49531488,103905255,21404787,27649431,4209494,4507906,4009869,952718,955586,628161,17482564,4254259,3832089,2072878,1199418,707120,1083793,1700122,1556269,4049295,5209014,2520052,1387533,1496742,796553
124,124,2487209,5325489,5234441,15536043,16432467,4741053,6422440,4728691,12013936,6084459,11461838,69102492,16210694,40109976,3139103,56750665,3545150,68587198,3532067,32822101,8729001,33938147,30134905,37343827,71712224,31912396,122050576,29052202,37770174,104073680,19223808,50128957,117387179,25202559,39384023,5067428,6561436,7789552,1047680,1369613,1091365,7996767,1823748,4363246,1434668,1913418,727182,1735920,2170455,3099465,4611921,7715059,3862336,1563528,1501718,1005637
162,162,1600728,3636551,4018075,12700867,13928915,4369021,5794307,6336203,12955925,5106021,9827053,50308764,18338286,39188467,3604386,49652458,3088211,48754373,3512922,26303075,6238594,22313953,20965105,26798219,53762176,26489617,97094586,22618771,29889122,75839772,14061412,40286057,98932339,22461877,39069494,2784848,4496369,6305545,1080953,1437193,1191909,12213946,3215905,11566781,1861584,1074906,767397,1451693,1762289,2135012,3512692,4336286,2170147,1561794,1777951,1096015
125,125,3106230,6534692,5596975,16511614,15605901,5481822,6412039,5328473,13485867,5740158,12175381,64004324,19544274,40612481,4218605,59255509,3789420,58394897,6045125,32312319,6620354,29377432,27314633,34208382,62138255,25272854,101664539,28541743,32470295,92432824,16282414,45151495,121597863,22669252,39270745,4118587,5937081,8053149,1112887,1606576,1344144,11280904,2543666,4621733,2055729,1958601,722328,1332936,1727197,1880762,3620912,5046316,3256247,1708250,1871053,1140855
279,279,2727426,5299211,4406151,13353439,12349679,4635408,5199148,3683959,10059857,4146281,9876790,45175249,17786834,31134460,3201383,43572596,2740820,37081697,2991402,19587659,6956530,29738007,24923030,36966192,65552050,26579074,115688449,35136673,42186299,93716322,28170679,48586827,125737184,28631587,44768004,5298902,7139824,8417906,926344,1165748,957236,7179299,1398860,2349260,1318766,1409877,841016,1546346,1543759,1720611,3565126,3697754,1965552,1214601,1661246,902505
203,203,1205182,3270634,4381029,15493274,19262353,4700821,7374785,5047260,11815728,5270644,9343609,49561628,21514855,41188831,5099374,57397459,5636798,54685199,5172090,29986220,5309625,16451649,22699134,26983182,68585427,18099930,65637332,17930529,25301975,53124165,10898157,27917540,88371145,20362096,42968538,2058128,4712297,5472635,676979,882449,702516,6755619,1480126,6642638,2533121,1181223,1064856,2020081,1976972,2432965,4140018,4686394,2385574,1490499,1564751,758859
126,126,2570309,4511334,4412026,12407564,10129171,4401855,4644509,4619874,9209472,3747093,8469660,45775114,12627039,34109469,2710000,40955832,2837776,49972323,2739804,23400198,6506281,28970644,23276819,33927634,53384279,28686801,105239069,26155755,30065571,83536215,15856086,43508935,81393384,18990462,24600696,3048762,4635785,5205293,1010564,1359530,1037709,14589617,3356608,3589070,2500253,1017258,470099,957991,1400435,1875365,2511818,4494542,2058306,1518327,1551155,1004275
204,204,1751021,4421027,4143780,14568648,16624477,4812966,6592423,3668407,15505073,4978495,10742911,51463882,24298333,44513549,6261736,56212621,6723480,46885674,5888673,27964914,4750799,16827194,22306534,26181175,60851838,17727643,73019663,20183521,26236311,59855896,11483656,34008258,106424180,23675213,50334361,2264666,4672607,6643614,856657,1035242,860502,9102069,1776996,8513728,2669567,943807,1084324,1465259,1945445,1625894,3719728,3776938,2096706,1246817,1325558,667511
280,280,1159952,3631069,3215838,13281116,16218983,4196799,6464280,4513391,10411219,4488548,8278570,45661944,16954716,30873935,2969560,40919710,2685473,36714065,3008787,20006118,5220278,21281530,28646877,28478283,79001323,16737931,92646654,25266771,38391477,87676276,24471405,39547443,143148609,24893394,54362715,3899148,6520060,8268935,1162926,1492932,1197391,4388051,831726,3297571,848510,1307707,740868,1081465,1472844,1316574,3248326,3808702,2031866,990697,1267676,745506
360,360,2181067,5911619,2579257,8460731,9985009,3358214,4625496,2553407,7940042,3640278,7372701,41926558,10376760,24922301,2360540,35239960,2399675,39172015,3031463,22285169,9107359,28186609,27165659,24840395,49108729,18357964,83104792,22580936,38791361,90501018,18075472,41228149,106871968,16826160,25755701,4730617,4317032,5932453,735348,826392,640886,6876242,1931237,2499711,1716594,1045773,579426,957686,1313209,1531026,2872908,3967198,2040057,1007701,988527,663390
205,205,841752,2455152,3746383,14047568,18696247,4251745,7039543,4403056,12629216,3590524,7954693,46643650,24378917,44200676,5223019,55318739,5231313,49100355,4885765,28852072,4201916,13013010,18177837,22580246,61953994,11912877,51991743,12970535,21942184,46347943,9147049,22855315,85929163,20639727,50222824,1534883,3774213,4739994,628597,770910,628628,2440513,522275,3262806,1054912,618078,655415,901390,1128941,985117,2226588,2453298,1286783,1262035,1583560,823553
281,281,2137585,3981997,4588360,14616796,13575716,4825084,5536011,3846577,10947129,4736026,7932591,43832555,18258913,34400034,3239527,41380831,2872121,38281700,2942653,19482677,7532290,31630522,27202142,40830517,80259765,40035043,145339042,33870472,48987241,111055376,32666088,55084695,140682806,30641806,49365082,5515438,8013670,9785946,1044701,1285296,1060851,12904501,2685592,3587205,2240171,1677849,1102621,2070189,2172849,2846635,4376679,5149624,2618141,1306851,1636076,906720
127,127,1671850,3449434,5259957,16979830,16691994,5062511,6483880,7368066,14145926,5343770,11297670,66210833,21207489,48075628,4162359,61230340,3651328,65573424,4357451,35635333,5137059,25648932,25231040,34064705,63654949,23200502,103237789,24951086,29508669,88741670,15609846,42946894,106336314,22817636,39835619,3254627,5684297,6563894,1208242,1803654,1464620,11502887,2619145,5047871,2212421,1048202,562756,874827,1389170,1392653,2853900,4118459,2148241,1456411,1478487,1010365
316,316,2307126,3574475,3413100,10600307,9247051,3686125,3971008,2102909,8166370,3413092,5995652,30402268,12975030,23048450,2204337,28916405,1774960,24666864,1882092,12729259,5362083,26935769,18056844,29516059,50073979,26497975,89714593,22082392,33258615,73328786,24552649,40874088,98208902,21586084,33768822,3723005,4360397,6137862,593423,800184,712726,8667169,1826447,2244896,1469336,1407235,911028,1601550,1640599,1896720,3511691,3626635,1736468,1005928,1257924,635384
128,128,2956023,5180490,5080891,14924472,13021137,4843115,5813240,4924684,13563644,4957593,10125260,56764621,18764567,40340345,3272119,51678314,2921025,49980613,3313733,27042327,7511760,35240205,25939268,35351680,58257989,42120335,137126360,29268272,37669271,115380415,19154173,53092129,122673191,23260948,32440434,4455418,5997442,7942784,1071419,1605064,1464136,12249758,2533602,4054511,1776430,1595611,1092685,1963157,2414452,2965932,5405643,6611734,3761888,2042233,1968226,1225464
129,129,1913413,4089028,4796999,15011346,15085506,4703768,6124553,6393780,10853726,3721966,9810968,59960207,15872401,36697831,3123104,49215742,3297284,57403598,3603386,27349545,6936580,28438476,24508595,31682321,61799127,31003927,113927017,26412776,34772354,97063461,16530055,43305111,106603608,22261932,35384306,3801045,5387078,6181423,893388,1155039,876547,17598784,3654877,5223844,3631686,1384756,648623,1143185,1697468,1841922,3400439,5493706,2633244,1703647,1831752,1028687
130,130,1425197,3293274,4364387,16415660,19097215,4801517,7494572,6947793,16304980,5503751,11613214,68757170,22802992,46961053,3863337,62031361,3413507,63625792,3958315,34711629,5181035,24070086,26822986,31711648,68738119,21620899,109609090,23920476,30179962,104106829,16323006,43884935,134819154,26141200,48408578,3740450,6112958,8581988,1208010,1742243,1475039,15385298,2381762,5648692,3314852,1191988,702455,1146389,1545531,1635223,3229947,4527601,2396389,1706690,1669653,1088794
187,187,844234,2647085,4089839,15012633,21373741,4323373,7724440,4541420,15234864,4132826,9407545,61041186,26020413,50579598,5292289,59554398,6597277,59499996,4917412,30862652,4191927,14759551,19333593,25472505,68791183,17741579,69557798,17594062,28496773,63983955,11081411,28311113,98590933,24280100,55149345,2167222,4948578,5280193,749811,858896,652806,4558232,1109263,5349463,1631690,675731,577899,741000,1210552,864848,2382879,2961709,1442754,1171697,1670347,766621
109,109,2194092,4432013,5354870,14932051,14753005,5346555,6570941,7612813,11853855,4663381,10265712,67355475,21277444,52386514,4524305,68499699,5006605,86157480,4738004,38263111,5481083,26267539,24586824,36380723,62000907,22734474,100544816,25259366,27774121,89008982,17602156,45515621,99825198,24041558,34747885,2852218,4435646,4890652,1029621,1346674,1023905,10694485,2192362,3423697,2775821,703112,244928,454819,742396,740321,1536300,2631028,1003149,776538,924515,557039
110,110,2512276,6073673,5760770,17464458,18392428,5728830,7681790,8269457,14525032,6138704,13412130,85903026,24493259,59219701,4816341,85661303,5620672,NA,5320201,45797720,7796335,33295032,29991731,39139737,76156593,26029365,116270503,31371774,37507802,108242062,18645847,48480629,127574239,32662502,48600983,4946308,6951907,7647191,1405376,2122364,1698492,16340052,3781997,7240967,3885021,1041159,378911,823604,1252197,1414745,3085377,5019283,2260556,868654,1173480,744929
111,111,1823025,3512737,5002384,16625720,15630865,5612352,6829603,9806840,14221849,5585133,10680480,65125269,24659646,56502012,4547034,68130421,4208193,76828710,4477433,37357890,5244277,28282217,27239930,36090983,66535737,18446451,96985483,23832594,24972203,100464054,16720588,47539607,111378412,25008251,36701048,2803283,4862100,5118758,1254645,1915396,1549197,11718679,2624471,4421991,2581778,1103969,611950,1030147,1604153,1680224,2924146,4662859,2311584,884715,1052179,717700
324,324,1659703,4367224,3504842,13779047,16943183,4566753,7352021,5087049,11956350,4512727,11188976,58592822,18517063,41967861,3331380,51352234,3183506,54897156,3575933,28017375,7138861,29017231,31372148,27652659,66239752,23654420,105661802,28566249,35229903,101326415,16839707,49649793,147564583,23688640,43743932,5209458,5642417,9557432,943682,1328232,1182226,8357579,1973739,3161488,1661863,1191733,969610,1572294,2217267,2474122,4559607,5921363,2767578,1649717,1841994,1143653
293,293,2255099,3772231,4750228,13463679,10701080,4551837,4436083,4329480,9458898,3490770,8215705,46173923,13651442,23360026,3127608,33960617,2570458,30438817,3194603,16535197,7065042,34037060,22576271,37527969,58179996,31838852,124559648,33299854,44540075,111123881,32107081,51132511,114843253,24624302,37145007,4833064,6249715,5708425,762058,905742,691807,12184642,2433984,2349287,1610727,1357267,551664,803330,950794,1039014,2530511,2752192,1303135,1028395,1192303,617711
294,294,852191,1982668,2753910,10148668,11135141,3273034,4565501,2911354,8714119,3019242,5618914,33798646,14381110,25395985,2225388,29384344,1925366,25718727,1813819,12679260,3846102,16080682,18045186,24813530,55580549,16224008,75130686,15955761,25729837,69584791,20379794,29189483,88269561,21450812,37215977,2505703,4228888,4984654,717020,855137,709742,5412524,969573,2233512,1474602,1079715,575417,698901,1008697,819077,2044565,2137843,923976,688378,967440,455520
188,188,576902,2034311,3867377,13411484,18764610,3999700,6959941,4775937,10578556,3308398,8914354,44769832,20345052,40242621,4528707,49630370,5003743,46755511,4725254,25128724,3414927,11054922,15774211,24989639,62854013,14237449,56760928,17280719,25739523,53351125,10118362,25296258,84261134,24201457,51592108,1873953,4448690,4746924,787802,907298,637973,4919911,1246502,6623484,2042673,953290,740210,1060369,1491948,1411177,2760376,3473570,1860631,1174221,1491426,804754
295,295,1946316,3721735,4113257,13723743,13646032,4792785,5541854,4078241,10140111,3571251,7863755,40148132,20639737,35408050,3425057,41127439,2790299,34090174,2771619,18292024,5140283,22914709,23609090,31784865,64350753,27529857,105943982,26552879,36652692,70867326,23902796,45414978,103852811,25580942,43037802,3429720,6024737,6210074,1114956,1218222,940528,8359522,1460984,2334337,1554279,921774,599623,960301,999297,1058917,2054960,2189317,1127752,1000967,1529211,774429
296,296,1794837,3256937,4305048,12760800,11260930,4238769,4815744,4413371,9012378,3717754,7695012,43496264,18491539,31095316,3677448,45006904,3048402,39120410,3729763,21856449,5770014,27386156,24441346,35681744,62315561,21491688,91096473,23708839,33990416,79871307,27257062,47914226,105660603,26336111,39578757,4079582,5562758,6415081,840402,1120441,949903,10546396,2232541,2619277,1686222,1034084,573738,984784,954224,1103043,2585001,2700196,1443696,1080455,1628638,889051
112,112,1773916,3544943,5390992,15567278,13852667,5061174,6312807,5165550,15181142,5629133,10596326,55343401,23893811,48076802,4245132,59004792,3306052,53837800,4095144,28919579,6045235,25697482,22060999,37975417,62321657,27159003,121548231,27718970,33117860,105710037,19632720,51851577,99858334,26245661,36958567,3047034,5318372,5871162,1293510,1788313,1488348,13184732,2763679,4772267,2677430,1474003,888022,1409219,2133785,2067728,3612223,4551737,2528670,1071371,1314670,792236
246,246,1435860,3341203,3986429,14192722,14539163,4493845,5831658,3237160,12132588,3817531,8998578,46320978,22858151,38020034,4700468,48916843,3344047,39563618,4043145,22404657,3313306,16185482,23165977,30466177,71280763,9166709,51936817,16767581,21442043,62219892,20878048,39956694,116291336,27770195,51005177,3256377,6893357,6573720,1206146,1639456,1406618,6295969,1032922,3397759,1170303,1094011,831550,1133949,1371574,1211951,2902006,2854015,1462663,820995,1075717,519909
135,135,1499947,4180769,3482803,11604640,14624460,3873914,5947489,5624430,12616202,6911341,9461352,59930480,20188230,42705033,3581224,59154954,3250554,62681745,3769853,31181731,10802018,25163450,29129116,25596791,52347057,16579082,92918500,22603595,29110739,99793646,15419591,40467032,129748294,20338634,33576462,3677598,4769731,7352625,877783,1302576,1280121,12826086,3410325,15774302,1907502,1596279,697198,1388181,1699607,2064333,4178102,5450941,2870064,1620377,1896450,1064343
136,136,1947720,4079611,6454331,18563695,17519497,5371907,7253166,7183234,15066664,5956288,12114472,62677400,27168667,61601489,4948524,75376761,4805281,76375194,4942078,37312083,10616608,30201223,26759189,36362150,68735822,32925979,127939951,33572197,39434125,94572192,17711412,51970012,120456910,29575509,46342039,3531229,6516136,7615664,1697753,2601955,2209082,7029038,1121322,2721155,1985898,968688,655478,1311291,1632278,2152370,3051400,4599113,2134736,1556163,1981850,1180292
137,137,1686917,3434257,4450473,13500797,13291763,4261375,5463527,5523386,11504570,4849959,10183165,54591491,20190352,47353697,3700823,61178852,3860188,69623597,3770848,31885397,15785801,34005075,24315611,29724565,51838421,30910114,109826592,25517762,32255609,91323901,16295380,41136773,100380507,20214656,31200793,3727388,4812882,6043231,879176,1202509,1027121,12297338,2672263,7614404,1807208,871198,561965,967723,1397012,1578284,2794528,4492181,1897207,1301213,1581901,899163
247,247,1929380,3768322,4885623,14784758,14052870,4825593,5904381,5465320,10896503,5244954,10406276,51305670,20081088,39744730,3808723,54053815,3081859,50890921,3625589,26930119,6385782,26751911,25760196,38668851,70403803,27643782,122769029,34390910,42633674,109693826,34096136,58023550,126704949,33184963,47438566,5512192,8115542,9820001,1626749,2197214,1688735,10797775,1719451,3529534,2566591,1104558,972819,2018546,1836665,2493504,4202775,4812926,2366586,1013795,1428392,810109
174,174,1320008,3345272,4617933,15084651,17031115,4527424,6565067,3668903,13090381,5193882,8941891,45503167,21131174,37698162,4582507,50298424,4710548,42550176,4346951,27199847,4085039,16277516,20534434,27070194,59841038,17527248,77366220,20350047,29715760,65420266,13132570,37220648,98586887,24435078,46387180,2318373,4950303,6398097,887168,1062146,894174,5966887,1245284,6706910,1938060,726203,839533,1516940,1495807,1755227,3192668,3270705,1996417,1480414,1615701,973705
175,175,1571677,3134635,5170952,15437868,14931532,4548437,5823657,3121794,12188686,5373147,9667435,52048183,18192105,42104298,4849038,53705460,5802753,57189566,5094647,29574420,5160005,21954638,21494582,33906466,60027903,21016920,86213321,25631674,29780728,69698903,14728380,40366234,96339196,22905250,39438681,2904491,5296851,5535347,759115,927838,716124,6645995,1331214,4830829,1844782,877090,696828,1151426,1600210,1636341,3011447,4039799,1886050,1032420,965558,483446
285,285,2160898,3769591,4393116,13618085,12014577,4395576,5242262,3323345,9797840,3445196,7709648,44099875,16926267,31863640,3055789,42776902,2810073,39975808,3154694,21785278,6334762,33899636,24666128,36457468,59252664,26602271,128756828,30132679,38981249,119338503,34682635,56828327,128622170,29391716,40224136,5007677,6047625,7551501,858810,1093507,949812,10395409,1945288,2569150,1831549,756653,395670,775347,770911,991830,2005528,2242915,1142314,1424465,2293673,1388162
400,400,1298636,3347992,3553403,12505909,13852056,4386953,6639448,5218262,10211819,3444804,9062866,52882140,16793043,34924491,3288632,47457344,3615306,49373630,3502156,25004622,6451003,23457446,22641443,29128437,57658161,26044258,99769881,24616506,32671530,89573912,15900632,41064763,98517824,24840056,38401641,3897570,4858485,5762478,1097324,1442599,1237906,17390806,4181789,6280585,5748881,1131691,860995,1278184,1809752,1756099,4111756,5131997,2308822,1086240,1319302,721954
139,139,1958097,4193527,4985995,15686033,16391014,4900145,6356386,6054109,15541295,6584091,11196130,62775165,26930448,53114257,4982607,72756524,4142213,69778511,4808143,38150832,7565500,24752943,26380314,31884399,60806370,24772473,120234270,26157570,30844755,101913262,14963136,43170203,111225659,20094316,33880704,3153858,5170998,6105906,1162491,1713096,1509619,15306179,5892027,NA,1743346,636217,655527,1149325,1440966,1527327,2890108,3868934,1992475,1071383,1898917,930844
140,140,2175187,4407386,5315820,14550757,13069277,4830329,6064583,6594333,11124372,5111344,10003895,56719577,19021411,40173617,4499344,56954711,3867413,56317515,4804642,31296286,8118306,30399407,25488269,34623458,55450731,32189519,135092877,31305876,37498749,114146041,18243628,53804051,111529343,24614818,31111810,3538506,5129133,5707619,1298764,1838560,1444982,18870163,3945717,7512920,2790571,594967,374297,819585,874998,1153268,2080746,2650874,1426736,1623590,1971517,1200841
158,158,1587066,3633658,4621320,14340158,14694274,4628122,6180382,7889139,13202465,5284363,9573393,52545011,23068277,49246054,4141732,62744293,3416624,62299706,4214514,33951504,6539841,21639095,22684340,25539188,50238772,25935978,101531683,22903978,29208278,74112833,13922592,40373088,95217569,21155354,33043920,2650389,4301429,5680472,1239157,1850084,1607175,12983456,3268352,15338671,2212330,1355279,978501,1713336,2244385,2641579,4392500,5553414,2985049,1454164,1703181,1099058
274,274,1036185,2977346,3761970,11765990,13754203,3676540,5607197,4484758,11163973,3977428,9971696,59575033,19148852,38010796,3744044,54818853,3628386,57069285,4479157,27162031,6577845,28122464,25546884,36931716,68786412,21982253,102280934,27322091,37438331,101885831,32135322,50177524,123937323,30947843,44327647,4803837,5763091,6704158,927152,1163990,916510,10303099,1891110,3445909,2764616,1213642,481352,655045,977225,851867,2656074,3274721,1514888,872527,1274019,706484
157,157,1111236,3269727,3859204,14856200,17466501,4218667,6191750,5141536,15184273,6172991,10028909,53367788,26093859,45811156,4802687,59948567,3453465,49634354,4262232,28488479,NA,29370811,27290125,21371983,58001887,16003940,80434663,18231457,26652364,73805040,12219160,34203248,114071839,19585091,41864219,2511143,4599921,6607178,998361,1583565,1340780,7505662,1764564,13798155,901773,1378918,1225186,2241651,2221020,2773939,4729087,5005392,2846810,1623728,2018584,1233592
